Client,Number of Purchasing Info Record,Purchasing Organization,Purchasing info record category,Plant,Date on Which Record Was Created,Purchasing Group,Currency Key,Amortization period to,Amortization period from,Net Price in Purchasing Info Record,Price Valid Until,Item Number of Purchasing Document,Purchasing Document Number
100,5000000035,Purchasing Organization1,0,Plant2,2018-12-05,Purchasing Group1,Currency Key1,,,3.29,,10,4000033141
100,5000000036,Purchasing Organization1,0,Plant2,2018-12-05,Purchasing Group1,Currency Key1,,,12.24,9999-12-31 00:00:00,70,4000012856
100,5000000037,Purchasing Organization1,0,Plant2,2018-12-05,Purchasing Group1,Currency Key1,,,4.4,,20,4000014742
100,5000000038,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,3.8,9999-12-31 00:00:00,80,4000015874
100,5000000039,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,13.1,9999-12-31 00:00:00,40,4000015874
100,5000000040,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,5.5,9999-12-31 00:00:00,60,4000015874
100,5000000041,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,66.0,9999-12-31 00:00:00,20,4000015874
100,5000000042,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,96.0,9999-12-31 00:00:00,50,4000015874
100,5000000043,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,67.0,9999-12-31 00:00:00,30,4000015874
100,5000000044,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,58.0,9999-12-31 00:00:00,10,4000015874
100,5000000045,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,2239.44,9999-12-31 00:00:00,10,4000033385
100,5000000046,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,466.27,9999-12-31 00:00:00,10,4000035687
100,5000000047,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,193.6,9999-12-31 00:00:00,10,4000034991
100,5000000048,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,245.4,9999-12-31 00:00:00,10,4000054520
100,5000000049,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,790.0,9999-12-31 00:00:00,10,4000015518
100,5000000050,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,74.4,9999-12-31 00:00:00,10,4000034926
100,5000000051,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,621.0,9999-12-31 00:00:00,10,4000015765
100,5000000052,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,18.2,9999-12-31 00:00:00,10,4000013404
100,5000000053,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,25.3,9999-12-31 00:00:00,20,4000053584
100,5000000054,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,16.0,9999-12-31 00:00:00,30,4000054447
100,5000000055,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,9.0,9999-12-31 00:00:00,20,4000054447
100,5000000056,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,13.5,9999-12-31 00:00:00,10,4000013859
100,5000000057,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1935.0,9999-12-31 00:00:00,10,4000016143
100,5000000058,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,125.0,9999-12-31 00:00:00,10,4000015266
100,5000000059,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,86.18,9999-12-31 00:00:00,10,4000035261
100,5000000060,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,147.77,9999-12-31 00:00:00,20,4000035261
100,5000000061,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,197.0,9999-12-31 00:00:00,10,4000055233
100,5000000062,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1605.15,9999-12-31 00:00:00,40,4000033644
100,5000000063,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,705.69,9999-12-31 00:00:00,30,4000033644
100,5000000064,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,4251.92,9999-12-31 00:00:00,10,4000054760
100,5000000065,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,58.09,9999-12-31 00:00:00,20,4000053062
100,5000000066,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,213.99,9999-12-31 00:00:00,10,4000053062
100,5000000067,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,233.65,9999-12-31 00:00:00,10,4000013861
100,5000000068,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,426.0,9999-12-31 00:00:00,10,4000053775
100,5000000069,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,3875.0,9999-12-31 00:00:00,20,4000053775
100,5000000070,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,315.9,9999-12-31 00:00:00,20,4000054176
100,5000000071,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,50.7,9999-12-31 00:00:00,20,4000052528
100,5000000072,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,24.18,9999-12-31 00:00:00,10,4000054740
100,5000000073,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1.46,9999-12-31 00:00:00,10,4000035684
100,5000000074,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,53.95,9999-12-31 00:00:00,10,4000033643
100,5000000075,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,6.35,9999-12-31 00:00:00,120,4000036106
100,5000000076,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1.9,9999-12-31 00:00:00,100,4000034195
100,5000000077,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,76.41,9999-12-31 00:00:00,10,4000034996
100,5000000078,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,0.96,2022-01-01 00:00:00,30,4000033946
100,5000000079,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,31.82,9999-12-31 00:00:00,10,4000014761
100,5000000080,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,147.42,9999-12-31 00:00:00,20,4000033388
100,5000000081,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key2,,,11.5,9999-12-31 00:00:00,10,4000032916
100,5000000082,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,8.25,,30,4000051817
100,5000000083,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,21.15,9999-12-31 00:00:00,20,4000014761
100,5000000084,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,99.3,9999-12-31 00:00:00,10,4000035282
100,5000000085,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,0.25,,20,4000050567
100,5000000086,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,1.55,,20,4000016646
100,5000000087,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,29.0,,40,4000052520
100,5000000088,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,4.36,,10,4000052518
100,5000000089,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,23.5,,40,4000033919
100,5000000090,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,137.0,,10,4000052520
100,5000000091,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,224.62,,10,4000052815
100,5000000092,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,120.0,,30,4000052520
100,5000000093,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,14.0,,10,4000014052
100,5000000094,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,103.31,,30,4000016646
100,5000000095,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,7.5,,20,4000053564
100,5000000096,Purchasing Organization1,0,Plant4,2019-03-06,Purchasing Group3,Currency Key3,,,104.76,,10,4000017064
100,5000000097,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,32.61,9999-12-31 00:00:00,10,4000053057
100,5000000098,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,672.1,9999-12-31 00:00:00,10,4000014071
100,5000000099,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,816.5,9999-12-31 00:00:00,10,4000012731
100,5000000100,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,360.0,9999-12-31 00:00:00,10,4000051847
100,5000000101,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,244.68,9999-12-31 00:00:00,10,4000033421
100,5000000102,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,28.22,9999-12-31 00:00:00,10,4000015519
100,5000000103,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,30.0,9999-12-31 00:00:00,10,4000017067
100,5000000104,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,229.68,9999-12-31 00:00:00,10,4000053362
100,5000000105,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1439.56,9999-12-31 00:00:00,20,4000017067
100,5000000106,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,3.87,2022-06-01 00:00:00,10,4000052291
100,5000000107,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1.65,2022-06-01 00:00:00,20,4000031452
100,5000000108,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,10.18,9999-12-31 00:00:00,10,4000035686
100,5000000109,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,7.13,9999-12-31 00:00:00,10,4000052290
100,5000000110,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,9.18,9999-12-31 00:00:00,10,4000031453
100,5000000111,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1134.0,9999-12-31 00:00:00,10,4000032582
100,5000000112,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,3.63,9999-12-31 00:00:00,50,4000017059
100,5000000113,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group4,Currency Key2,,,527.0,2022-05-31 00:00:00,10,4000034744
100,5000000114,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,20.97,9999-12-31 00:00:00,60,4000017059
100,5000000115,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group2,Currency Key2,,,68.12,9999-12-31 00:00:00,10,4000014354
100,5000000116,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group2,Currency Key2,,,9.17,2022-01-31 00:00:00,10,4000033206
100,5000000117,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,2.53,9999-12-31 00:00:00,60,4000033946
100,5000000118,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group4,Currency Key2,,,1825.0,9999-12-31 00:00:00,10,4000054777
100,5000000119,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,10.06,9999-12-31 00:00:00,10,4000013664
100,5000000120,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,16.21,9999-12-31 00:00:00,30,4000013664
100,5000000121,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group2,Currency Key2,,,2295.0,9999-12-31 00:00:00,10,4000013438
100,5000000122,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group2,Currency Key2,,,297.0,9999-12-31 00:00:00,10,4000035942
100,5000000123,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,406.4,9999-12-31 00:00:00,10,4000055239
100,5000000124,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group2,Currency Key2,,,7.37,9999-12-31 00:00:00,10,4000017248
100,5000000125,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group4,Currency Key2,,,168.42,9999-12-31 00:00:00,10,4000013411
100,5000000126,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group4,Currency Key2,,,438.72,9999-12-31 00:00:00,10,4000055013
100,5000000127,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,176.86,9999-12-31 00:00:00,80,4000016150
100,5000000128,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,46.99,9999-12-31 00:00:00,120,4000053110
100,5000000129,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,232.35,9999-12-31 00:00:00,110,4000053110
100,5000000130,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,109.57,9999-12-31 00:00:00,90,4000053110
100,5000000131,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,35.2,9999-12-31 00:00:00,70,4000053110
100,5000000132,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,4.53,2022-01-01 00:00:00,10,4000036107
100,5000000133,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1.38,9999-12-31 00:00:00,10,4000035904
100,5000000134,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,0.8,9999-12-31 00:00:00,30,4000035904
100,5000000135,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,0.46,9999-12-31 00:00:00,30,4000036104
100,5000000136,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,16.26,9999-12-31 00:00:00,70,4000033945
100,5000000137,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,9.16,9999-12-31 00:00:00,90,4000033945
100,5000000138,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,3.0,9999-12-31 00:00:00,60,4000033945
100,5000000139,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,1.46,9999-12-31 00:00:00,10,4000054443
100,5000000140,Purchasing Organization2,0,Plant3,2019-03-06,Purchasing Group2,Currency Key2,,,244.8,9999-12-31 00:00:00,10,4000013933
100,5000000141,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,68.63,9999-12-31 00:00:00,30,4000033945
100,5000000142,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,53.75,9999-12-31 00:00:00,10,4000016148
100,5000000143,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,14.85,9999-12-31 00:00:00,10,4000015766
100,5000000144,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,188.5,9999-12-31 00:00:00,40,4000054443
100,5000000145,Purchasing Organization3,2,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,202.13,9999-12-31 00:00:00,30,4000013394
100,5000000146,Purchasing Organization1,0,Plant3,2019-03-06,Purchasing Group1,Currency Key2,,,78.2,9999-12-31 00:00:00,50,4000053062
100,5000000147,Purchasing Organization4,0,,2021-05-10,Purchasing Group5,Currency Key1,,,0.0,,10,4000018328
100,5000000148,Purchasing Organization1,0,Plant4,2019-04-24,Purchasing Group1,Currency Key2,,,326.4,9999-12-31 00:00:00,20,4000032916
100,5000000149,Purchasing Organization1,0,Plant5,2019-07-11,Purchasing Group1,Currency Key4,,,14.99,9999-12-31 00:00:00,30,4000017965
100,5000000150,Purchasing Organization1,0,Plant5,2019-07-11,Purchasing Group1,Currency Key4,,,33.7,9999-12-31 00:00:00,10,4000051199
100,5000000151,Purchasing Organization1,0,Plant6,2020-06-30,Purchasing Group1,Currency Key4,,,1452.83,9999-12-31 00:00:00,20,4000017131
100,5000000152,Purchasing Organization1,0,Plant5,2020-01-03,Purchasing Group1,Currency Key4,,,1628.0,9999-12-31 00:00:00,60,4000036321
100,5000000153,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,41.49,2022-06-14 00:00:00,80,4000015797
100,5000000154,Purchasing Organization3,2,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,5.84,9999-12-31 00:00:00,20,4000053956
100,5000000155,Purchasing Organization3,2,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,292.98,9999-12-31 00:00:00,20,4000017451
100,5000000156,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,7.85,,10,4000014118
100,5000000157,Purchasing Organization3,2,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,11.84,9999-12-31 00:00:00,130,4000033591
100,5000000158,Purchasing Organization3,2,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,17.61,9999-12-31 00:00:00,40,4000017451
100,5000000159,Purchasing Organization3,2,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,6.85,9999-12-31 00:00:00,20,4000013786
100,5000000160,Purchasing Organization3,2,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,3.34,9999-12-31 00:00:00,10,4000052997
100,5000000161,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,72.24,2999-12-31 00:00:00,20,4000052988
100,5000000162,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,720.0,2999-12-31 00:00:00,20,4000052426
100,5000000163,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,113.86,2999-12-31 00:00:00,10,4000053479
100,5000000164,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,116.79,2999-12-31 00:00:00,20,4000052934
100,5000000165,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,45.2,,20,4000050637
100,5000000166,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,64.38,,10,4000050637
100,5000000167,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,11.39,9999-12-31 00:00:00,10,4000013900
100,5000000168,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,11.39,9999-12-31 00:00:00,20,4000013900
100,5000000169,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,11.39,9999-12-31 00:00:00,20,4000050876
100,5000000170,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,11.39,9999-12-31 00:00:00,60,4000050876
100,5000000171,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,11.39,9999-12-31 00:00:00,50,4000050876
100,5000000172,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,11.39,9999-12-31 00:00:00,40,4000050876
100,5000000173,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,11.06,9999-12-31 00:00:00,20,4000052525
100,5000000174,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,57.2,2999-12-31 00:00:00,20,4000053479
100,5000000175,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,64.5,,10,4000017332
100,5000000176,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,34.97,,10,4000017615
100,5000000177,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,149.0,9999-12-31 00:00:00,10,4000055400
100,5000000178,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,884.48,9999-12-31 00:00:00,10,4000050565
100,5000000179,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,2448.0,2022-06-14 00:00:00,90,4000015794
100,5000000180,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,53.25,2999-12-31 00:00:00,10,4000014944
100,5000000181,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,4.54,2999-12-31 00:00:00,20,4000053255
100,5000000182,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,50.5,2999-12-31 00:00:00,10,4000053255
100,5000000183,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,27.05,2999-12-31 00:00:00,20,4000034559
100,5000000184,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,1.29,2999-12-31 00:00:00,20,4000036470
100,5000000185,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,3.48,9999-12-31 00:00:00,10,4000034473
100,5000000186,Purchasing Organization1,0,Plant7,2019-06-12,Purchasing Group1,Currency Key2,,,1.8,2022-06-14 00:00:00,70,4000035017
100,5000000187,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,5755.2,9999-12-31 00:00:00,10,4000035578
100,5000000188,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,121.98,2999-12-31 00:00:00,10,4000017626
100,5000000189,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,600.34,2999-12-31 00:00:00,10,4000035857
100,5000000190,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,49.62,9999-12-31 00:00:00,10,4000033538
100,5000000191,Purchasing Organization1,0,Plant8,2019-06-12,Purchasing Group1,Currency Key1,,,101.4,9999-12-31 00:00:00,10,4000015686
